Area,Location,Rent (RM/month),Headline,Link
Negeri Sembilan,Seremban,390,"Single Room at Sendayan, Seremban [👉𝑺𝑨𝑳𝑬 𝑴𝑬𝑹𝑫𝑬𝑲𝑨 !! 🔥 ]Bilik Sewa Sendayan [Female] Suriaman 3, D'Tempat, Labu, AEON, KPJ, Mydin, TESCO",https://my.roomz.asia/893238
Negeri Sembilan,Seremban,380,"🔥 Utilities Included 🔥 Fully Furnished Single Room at Taman Blossom Height, Seremban",https://my.roomz.asia/879507
Negeri Sembilan,Seremban,455,"Middle Room at Sendayan, Seremban, Bilik Sewa Seremban 2 [Non-Sharing 🌟👉 𝟏 𝐁𝐔𝐋𝐀𝐍 𝐃𝐄𝐏𝐎𝐒𝐈𝐓] Ara Sendayan, Gadong Jaya, Mambau, Sendayan",https://my.roomz.asia/893705
Negeri Sembilan,Seremban,500,Fully furnished Single room for rent at Bandar Sri Sendayan Near Tech Valley,https://my.roomz.asia/882181
Negeri Sembilan,Seremban,299,"Single Room at Sendayan, Seremban, Bilik Sewa Seremban [30% OFFER 🌟👉 𝟏 𝐁𝐔𝐋𝐀𝐍 𝐃𝐄𝐏𝐎𝐒𝐈𝐓] Sendayan, Suriaman 3, D'Tempat, Mydin, KPJ, AEON",https://my.roomz.asia/893676
Negeri Sembilan,Seremban,500,Fully Furnished + AC FREE Single room for rent at Bandar Sri Sendayan prefer  👩female,https://my.roomz.asia/892362
Negeri Sembilan,Seremban,500,Middle room for rent at Seremban,https://my.roomz.asia/881201
Negeri Sembilan,Nilai,630,"Master Single Room, near to Nilai, Sepang, INTI, Mesa Mall, Aeon, Bandar Enstek",https://my.roomz.asia/885922
Negeri Sembilan,Seremban,400,Single room for rent at Sendayan,https://my.roomz.asia/890208
Negeri Sembilan,Seremban,410,Single room for rent at Sendayan Female Unit,https://my.roomz.asia/890207
Negeri Sembilan,Seremban,450,Middle room for rent at Seremban,https://my.roomz.asia/890206
Negeri Sembilan,Seremban,500,Middle room for rent at Garden City Homes with private 🛁bathroom,https://my.roomz.asia/890205
Melaka,Ayer Keroh,200,"Single room for rent at Bukit Beruang, Melaka, Malaysia",https://my.roomz.asia/851521
Melaka,Bandar Melaka,380,Single room for rent at B' Your Home,https://my.roomz.asia/851391
Melaka,Bandar Melaka,390,Single room for rent at Melaka Tengah prefer  👩female,https://my.roomz.asia/864124
Melaka,Bandar Melaka,390,Single room for rent at Melaka Tengah prefer  👩female,https://my.roomz.asia/864123
Melaka,Bandar Melaka,380,Single room for rent at Jalan Bbp 2,https://my.roomz.asia/861722
Melaka,Ayer Keroh,500,Master room for rent at The Heights Residence with private 🛁bathroom,https://my.roomz.asia/861388
Melaka,Ayer Keroh,450,Middle room for rent at The Heights Residence,https://my.roomz.asia/861387
Melaka,Ayer Keroh,600,Master room for rent at The Heights Residence with private 🛁bathroom,https://my.roomz.asia/861386
Melaka,Bandar Melaka,400,Middle room for rent at Malacca,https://my.roomz.asia/858904
Melaka,Ayer Keroh,360,Single Standard/small room for rent at The Heights Residence!!!,https://my.roomz.asia/818916
Melaka,Bandar Melaka,250,Bukit Katil Single Room (Double Storey House) Fully Furnished,https://my.roomz.asia/854705
Melaka,Bandar Melaka,300,Bukit Katil Single Room with Attached Bathroom (Double Storey House) Fully Furnished,https://my.roomz.asia/854700
Melaka,Bandar Melaka,310,Bukit Katil Middle Room with Attached Bathroom (Double Storey House) Fully Furnished,https://my.roomz.asia/854614
Melaka,Bandar Melaka,330,Bukit Katil Middle Room with Attached Bathroom (Double Storey House) Fully Furnished,https://my.roomz.asia/854612
Melaka,Bandar Melaka,380,Bukit Katil Big Room with Attached Bathroom (Double Storey House) Fully Furnished,https://my.roomz.asia/854464
Melaka,Bandar Melaka,300,Middle room for rent at Apartment Iskandar Shah,https://my.roomz.asia/852159
Melaka,Bandar Melaka,650,Middle room for rent at Jalan Residen 8-7 with private 🛁bathroom,https://my.roomz.asia/851012
Melaka,Ayer Keroh,450,Single room for rent at Bukit Beruang,https://my.roomz.asia/850320
Melaka,Bandar Melaka,700,Master room for rent at Mahkota Hotel Apartment with private 🛁bathroom,https://my.roomz.asia/849541
Melaka,Bandar Melaka,280,"Female room for rent at 32 prefer (include utility, can move in immediately)",https://my.roomz.asia/826232
Melaka,Bandar Melaka,450,Middle room for rent at Taman Kota Laksamana,https://my.roomz.asia/848165
Perak,Kampar,250,Studio room for rent at Kampar with private 🛁bathroom prefer  🎓student,https://my.roomz.asia/850117
Perak,Lumut,1200,39 Lot 10 Pangkor Leisure Beach Studio,https://my.roomz.asia/883611
Perak,Perak,380,⚜️BILIK SEWA SINGLE PREMIUM-PADU AREA MANJUNG⚜️,https://my.roomz.asia/883110
Perak,Perak,275,💥BILIK SEWA SINGLE MURAH AREA MANJUNG💥,https://my.roomz.asia/883109
Perak,Perak,250,🔥BILIK SEWA SINGLE PADU AREA MANJUNG🔥,https://my.roomz.asia/883108
Perak,Taiping,360,Middle room for rent at  with private 🛁bathroom,https://my.roomz.asia/882877
Perak,Taiping,360,Single room for rent at Taiping with private 🛁bathroom,https://my.roomz.asia/882840
Perak,Perak,260,Single room for rent at Tronoh Akasia,https://my.roomz.asia/832303
Perak,Ipoh,400,Middle room for rent at Bandar Seri Botani with private 🛁bathroom,https://my.roomz.asia/882455
Perak,Ipoh,900,"Bhive Coliving – Junior Suite (Room 1) at D’ Festivo Residences, Ipoh",https://my.roomz.asia/867924
Perak,Ipoh,250,Furnished Middle Room for rent at Panorama Lapangan Perdana Flat near TF Mart,https://my.roomz.asia/870602
Perak,Ipoh,450,Furnished Aircon Rooms For Rent with House Cleaning Service @ Taman Taufik Ipoh,https://my.roomz.asia/811424
Perak,Ipoh,350,《For Rent》Fully Furnished Single Room with 9'thick Mattress @ Botani,https://my.roomz.asia/868205
Perak,Ipoh,500,Master room for rent at Taman Lapangan Raya with private 🛁bathroom,https://my.roomz.asia/877091
Perak,Ipoh,350,Taman Taufik Middle room for rent at Ipoh,https://my.roomz.asia/876939
Perak,Ipoh,300,Taman Song Choon Single room for rent at Ipoh,https://my.roomz.asia/876938
Perak,Ipoh,300,《For Rent》Fully Furnished Aircon Room @ Tmn Song Choon,https://my.roomz.asia/872364
Perak,Ipoh,300,Single room for rent at Ipoh,https://my.roomz.asia/876567
Perak,Ipoh,550,《For Rent》Furnished Master Room w Balcony Bathroom @ Bandar Cyber Ipoh,https://my.roomz.asia/866576
Perak,Ipoh,500,《For Rent》Furnished Medium Room w Private Bathroom @ Bandar Cyber Ipoh,https://my.roomz.asia/866577
Perak,Ipoh,450,Condo room Near Aeon Station 18,https://my.roomz.asia/801149
Perak,Ipoh,430,Condo’s Room near Lahat,https://my.roomz.asia/857289
Perak,Ipoh,670,Condo room near Quest University,https://my.roomz.asia/812139
Perak,Ipoh,360,Single room in condo @ near Aeon Station 18,https://my.roomz.asia/824857
Penang,Bukit Mertajam,600,Middle room for rent at Abel Residence Jayamas Property Group,https://my.roomz.asia/852171
Penang,Bukit Mertajam,750,"Master room for rent at behind Icon City, Town area. Abel Residence Jayamas Property Group with private 🛁bathroom",https://my.roomz.asia/871480
Penang,Bukit Mertajam,400,Middle room for rent at Taman Tan Sai Gin,https://my.roomz.asia/881531
Penang,Gelugor,360,Gambier Height opposite USM middle room chinese lady house only,https://my.roomz.asia/897474
Penang,Butterworth,350,Single room for rent at Ocean View Residences,https://my.roomz.asia/895186
Penang,Bukit Mertajam,550,Middle room for rent at Taman Desa Palma with private 🛁bathroom,https://my.roomz.asia/864631
Penang,Bayan Lepas,700,"Master room at The Clovers, with private 🛁bathroom, Bayan Lepas Industrial.",https://my.roomz.asia/895262
Penang,Georgetown,520,Fully Furnished Student Accommodations in Georgetown,https://my.roomz.asia/800412
Penang,Bayan Lepas,630,"Fully Furnished Accomodation in Taman Lip Sin, Bayan Baru, Bayan Lepas",https://my.roomz.asia/885691
Penang,Bayan Lepas,580,"Fully Furnished Accomodation near FTZ (Batu Maung, Bayan Lepas)",https://my.roomz.asia/885698
Penang,Bayan Lepas,470,Single room for rent at Elite Height,https://my.roomz.asia/890533
Penang,Bayan Lepas,400,Middle room for rent at Setia Pearl Island,https://my.roomz.asia/890195
Penang,Sungai Dua,400,Middle room for rent at Sungai Dua,https://my.roomz.asia/868809
Penang,Georgetown,250,Walking Distance To Komtar Single Room For Rent Gat Lebuh Macallum,https://my.roomz.asia/878044
Penang,Georgetown,250,Single Room at Gat Lebuh Macallum For Rent Only RM250,https://my.roomz.asia/878045
Penang,Georgetown,250,Single room GEORGETOWN Cheap Rent Only RM250,https://my.roomz.asia/878043
Penang,Georgetown,250,Single Room GEORGETOWN For Rent Walking Distance To 1st Avenue,https://my.roomz.asia/878041
Penang,Georgetown,250,RM250 Cheap Rent Single Room Sri Saujana Apartment,https://my.roomz.asia/878042
Penang,Georgetown,569,"Karpal Singh Drive, Condo Air Cond Furnished Room For RENT!!",https://my.roomz.asia/817347
Penang,Penang,290,Single room for rent at Batu Ferringhi prefer  👩female,https://my.roomz.asia/896333
Penang,Butterworth,550,"Middle room 2 @ Orange 3 Condominium, Butterworth",https://my.roomz.asia/887169
Penang,Butterworth,500,"Single room @ Orange 3 Condominium, Butterworth",https://my.roomz.asia/887172
Penang,Georgetown,500,Walking Distance to UOW college [ SINGLE ROOM ] * mixed gender unit,https://my.roomz.asia/861508
Penang,Georgetown,400,"Single room near Komtar & Karpal Singh Drive, Georgetown ",https://my.roomz.asia/828839
Penang,Bayan Lepas,600,Single room for rent at Bayan Lepas with sharing bathroom,https://my.roomz.asia/873756
Johor,Johor Bahru,600,Master room for rent at Johor Bahru with private 🛁bathroom,https://my.roomz.asia/890425
Johor,Johor Bahru,850,"Medium room for rent at Paragon Suites @ CIQ, JB",https://my.roomz.asia/805648
Johor,Johor Bahru,1000,Master room for rent at Kipark Apartment with private 🛁bathroom,https://my.roomz.asia/897638
Johor,Johor Bahru,750,Double bed Middle room for rent at Kipark Apartment prefer  👩female,https://my.roomz.asia/897636
Johor,Johor Bahru,600,Single room for rent at Kipark Apartment prefer  👩female,https://my.roomz.asia/897635
Johor,Johor Bahru,500,Single room for rent at Kipark Apartment prefer  👩female,https://my.roomz.asia/897634
Johor,Johor Bahru,600,JB Room For Rent | Epic Residence | Larkin Area | Bandar Baru Uda,https://my.roomz.asia/893601
Johor,Johor Bahru,500,JB Room For Rent | Aliff Avenue | Tampoi,https://my.roomz.asia/894574
Johor,Nusajaya,800,JB Room For Rent | D Pristine| Nusajaya | Medini | Gelang patah,https://my.roomz.asia/895306
Johor,Nusajaya,350,"Taman pulai indah, Taman Pulai Mutiara private room for rent",https://my.roomz.asia/854528
Johor,Johor Bahru,300,(Big Discount) VILLA KRYSTAL APARTMENT ROOM,https://my.roomz.asia/812651
Johor,Johor Bahru,470,(Big Discount) Taman bukit indah medium room with air-con,https://my.roomz.asia/801654
Johor,Johor Bahru,220,(Big Discount) ROOM FOR RENT NEAR MEDINI & GELANG PATAH),https://my.roomz.asia/816211
Johor,Skudai,350,"*Rm 350* Bilik ada toilet sendirian di taman seri orkid, Skudai",https://my.roomz.asia/873780
Johor,Johor Bahru,500,Middle room for rent at Bukit Indah,https://my.roomz.asia/897522
Johor,Johor Bahru,650,Private middle room RM650 for 1 pax at Taman Bukit Indah 26/x,https://my.roomz.asia/891108
Johor,Johor Bahru,700,M condominium / JB Room For Rent / Near to Ciq / Larkin,https://my.roomz.asia/894575
Johor,Johor Bahru,550,Single room for rent at Taman Mount Austin,https://my.roomz.asia/886197
Johor,Johor Bahru,530,💗 Desa Tebrau/ Mount Austin Medium Room for Rent 💗,https://my.roomz.asia/876334
Johor,Skudai,750,Room Rent 2-storey Semi-D at Tmn Nusa Bestari (next to Bukit Indah) Skudai JB Rm750 and Rm800,https://my.roomz.asia/885111
Johor,Iskandar Puteri,680,Master room for rent at Bukit Indah 2 with private 🛁bathroom,https://my.roomz.asia/873027
Johor,Skudai,590,Master room for rent at Desa Skudai Apartment!!!  RM 590,https://my.roomz.asia/878469
Johor,Johor Bahru,390,Bukit Indah Bilik Untuk Sewa! Fully Furnished!!! RM 390,https://my.roomz.asia/873025
Johor,Johor Bahru,500,Single room for rent at Jalan Harmonium 37/1,https://my.roomz.asia/895930
Sarawak,Kuching,300,Single room for rent at Lorong Ellis 11a prefer  👩female,https://my.roomz.asia/862000
Sarawak,Sibu,400,Middle room for rent at Permai timur ,https://my.roomz.asia/855045
Sarawak,Kuching,600,Master room for rent at Floridale Condominium with private 🛁bathroom,https://my.roomz.asia/853863
Sarawak,Bintulu,500,Jade Garden @ Bandar Jaya Fully Furnished Room for Rent,https://my.roomz.asia/850251
Sarawak,Kuching,950,Studio room for rent RM950 at Kozi Square,https://my.roomz.asia/848974
Sarawak,Kuching,800,Room for rent - prefers professionals.,https://my.roomz.asia/848768
Sarawak,Bintulu,400,Single room for rent at San San Garden Bintulu,https://my.roomz.asia/848283
Sarawak,Kuching,450,Homestay Opposite Vivacity Tabuan Jaya Kuching,https://my.roomz.asia/847910
Sarawak,Kuching,450,Room for Rent Opposite Vivacity Tabuan Jaya Kuching,https://my.roomz.asia/847909
Selangor,Damansara Utama,500,"⚡ Single room for rent at Damansara Jaya, Petaling Jaya 📍 Nearby 🚗 SS2 | Sea Park 👍",https://my.roomz.asia/826233
Selangor,SS2,550,🏡 Many rooms for rent at SS2 Petaling Jaya. Free WiFi,https://my.roomz.asia/823030
Selangor,SS2,580,🔥🔥 Hot areas. Many rooms for rent at SS2 Petaling Jaya. Accepted for Short/ Long Term🤗,https://my.roomz.asia/823029
Selangor,Petaling Jaya,850,"🌟 Zero Deposit 🌟 Walking Distance to MRT Bandar Utama, Fully Furnished, Utilities Included 📣📣",https://my.roomz.asia/861576
Selangor,Bandar Utama,550,"🔰 Fully Furnished Single Room 🔰 Walking Distance to MRT Bandar Utama, High Speed Wifi, Utilities Included 📣📣",https://my.roomz.asia/861563
Selangor,Petaling Jaya,560,"🔥 Short Term Available 🔥 Single Room for Rent, Low Deposit, High Speed Wifi, Utilities Included 📣📣",https://my.roomz.asia/861565
Selangor,Petaling Jaya,560,"🔰 Fully Furnished Middle Room 🔰 Walking Distance to MRT Bandar Utama, High Speed Wifi, Utilities Included 📣📣",https://my.roomz.asia/861568
Selangor,Kota Damansara,900,[Medium Room] Emporis Residence Kota Damansara Fully Furnished PJ,https://my.roomz.asia/881804
Selangor,Petaling Jaya,500,Single room for rent at Palm Spring @ Damansara prefer  👩female,https://my.roomz.asia/890832
Selangor,Bandar Utama,550,"✅ Available for 45days Booking ✅ Fully Furnished Single Room for Rent, Walking Distance to MRT Bandar Utama, Utilities Included 📣📣",https://my.roomz.asia/861562
Selangor,Kota Damansara,500,Walking distance to MRT and SEGI University Single room for rent at Kota Damansara,https://my.roomz.asia/842143
Selangor,Kota Damansara,500,Reasonable Rental!!! Room Near MRT and SEGI University at Kota Damansara,https://my.roomz.asia/844360
Selangor,Kelana Jaya,550,FEMALE UNITS TO STAY ! Great Location at Taman Mayang KELANA JAYA,https://my.roomz.asia/810152
Selangor,Kelana Jaya,550,"Comfortable Room Rent Located at Damansara Jaya, Petaling Jaya Include Utilities, Free Internet",https://my.roomz.asia/810201
Selangor,Kelana Jaya,500,"✨ Comfortable Room Rent Located at Damansara Jaya, PJ Include Utilities, Free Internet 💯",https://my.roomz.asia/810123
Selangor,Kelana Jaya,560,"💥 LIMITED UNIT!! Complete Facilities Middle room for rent at Damansara Jaya, Petaling Jaya with ✨Free Housekeeping Services",https://my.roomz.asia/810036
Selangor,Petaling Jaya,1150,🌈 Middle room for rent at Damansara Inn with private 🛁bathroom,https://my.roomz.asia/886172
Selangor,Puchong,850,(Last) Fully Furnished Mid Room Atmosfera Zefer Ohako Twinz Puchong Jaya Kinrara OUG Sunway Old Klang Road Subang Jaya Bukit Jalil,https://my.roomz.asia/882476
Selangor,Bandar Utama,430,🚇 500 meter Walking distance MRT Bandar Utama 🚇,https://my.roomz.asia/847832
Selangor,Kelana Jaya,500,"Non-Smoking Unit To let SS7, Kelana Jaya Include Utilities, Wifi & Security Service",https://my.roomz.asia/814173
Selangor,Kelana Jaya,500,"Comfortable Room SS24 Taman Megah, Petaling Jaya Fully Furnished",https://my.roomz.asia/808781
Selangor,Seksyen 19,550,"NEW!!! Room to let at Section 19, Petaling Jaya With Free Wifi",https://my.roomz.asia/808849
Selangor,USJ ,550,"Furnished Single room for rent at USJ 6 , SUBANG JAYA",https://my.roomz.asia/806608
Selangor,Putra Height,500,AFFORDABLE LIVING A/C & Wifi Room at Putra Height For Rent,https://my.roomz.asia/807783
Selangor,Putra Height,550,"😊 OFFER❗❗ Room To Let at Putra Height📍 with Free Wifi, Security Sevices & Weekly Cleaning",https://my.roomz.asia/807752
Kuala Lumpur,Bukit Jalil,750,雅房招租 Medium room for rent at Z Residence Bukit Jalil prefer  👩female,https://my.roomz.asia/822232
Kuala Lumpur,Bukit Jalil,850,Middle room for rent at Z Residence Bukit Jalil*Covered Parking prefer  👩female,https://my.roomz.asia/847768
Kuala Lumpur,Old Klang Road,750,Middle room for rent at The Hermington Kuchai Lama,https://my.roomz.asia/898391
Kuala Lumpur,Kuchai,750,Middle room for rent at Residensi Desa prefer  👩female,https://my.roomz.asia/887432
Kuala Lumpur,Kuchai,650,Single room for rent at Residensi Desa prefer  👩female,https://my.roomz.asia/887433
Kuala Lumpur,Kuchai,600,Middle room for rent at Residensi Desa prefer  👩female,https://my.roomz.asia/890909
Kuala Lumpur,KL City Center,250,Furnished room near Jln Pahang/ Chow Kit/ Titiwangsa/ KPJ/ IJN/ HKL/ UKM KL,https://my.roomz.asia/797172
Kuala Lumpur,Titiwangsa Sentral,250,Easy access to Monorail Chow Kit/ LRT Titiwangsa/ GHKL/ UKM KL/ Jln Pahang/ KPJ/ Pekeliling/ IJN/ UUM KL,https://my.roomz.asia/829509
